Cislo,C15,1;nazev,C50,2;PCA,N11/3,3$
A32-1344-2323;Křeslo ušák - KENT;4722.000;
A32-1344-2327;Křeslo ušák - KENT;4722.000;
A32-1354-1305;Křeslo ušák - KENT;4722.000;
A32-1354-2333;Křeslo ušák - KENT;4722.000;
A32-137;Křeslo ušák - KENT;4722.000;
A32-139;Křeslo ušák - KENT;4722.000;
A32-2051-2050;Křeslo ušák - KENT;4722.000;
A32-2052-711;Křeslo ušák - KENT;4722.000;
A32-2054;Křeslo ušák - KENT;4722.000;
A32-2055-2055;Křeslo ušák - KENT;4722.000;
A32-2059-4362C;Křeslo ušák - KENT;4722.000;
A32-2081-2315;Křeslo ušák - KENT;4722.000;
R19-500;Sedák polohovací;1489.950;
C511-DB;Skříň sestavy Office-zásuvná šatní;3199.000;
R38-M-2304;Křeslo pohupovací,kostra pohup s vlnou;1627.500;
A32-2306;Křeslo ušák - KENT;4722.000;
P161-139;Pohovka dvojka Jakub - rozkládací;5843.000;
A32-2312-2312;Křeslo ušák - KENT;4722.000;
A32-2322-2322;Křeslo ušák - KENT;4722.000;
A32-2325-1354;Křeslo ušák - KENT;4722.000;
A32-2325-2323;Křeslo ušák - KENT;4722.000;
A32-2325-2324;Křeslo ušák - KENT;4722.000;
A32-2325-864C;Křeslo ušák - KENT;4722.000;
A32-2326;Křeslo ušák - KENT;4722.000;
A32-2326-2312;Křeslo ušák - KENT;4722.000;
A32-2326-2323;Křeslo ušák - KENT;4722.000;
A32-2326-2326;Křeslo ušák - KENT;4722.000;
A32-2327;Křeslo ušák - KENT;4722.000;
A32-2327-712;Křeslo ušák - KENT;4722.000;
A32-2328-2328;Křeslo ušák - KENT;4722.000;
A32-2333;Křeslo ušák - KENT;4722.000;
A32-237;Křeslo ušák - KENT;4722.000;
A32-244;Křeslo ušák - KENT;4722.000;
A32-2503-2503;Křeslo ušák - KENT;4722.000;
A32-341;Křeslo ušák - KENT;4722.000;
A32-342;Křeslo ušák - KENT;4722.000;
A32-4302C-03;Křeslo ušák - KENT;4722.000;
A32-706;Křeslo ušák - KENT;4722.000;
A32-707;Křeslo ušák - KENT;4722.000;
A32-710-2056;Křeslo ušák - KENT;4722.000;
A32-710-729;Křeslo ušák - KENT;4722.000;
A32-711;Křeslo ušák - KENT;4722.000;
A32-711-2052;Křeslo ušák - KENT;4722.000;
A32-711-2302;Křeslo ušák - KENT;4722.000;
A24-130-130;Křeslo ROMA;3099.000;
A24-1303;Křeslo, čalounění 1303;3099.000;
A24-1304;Křeslo, čalounění 1304;3099.000;
A24-1305;Křeslo, čalounění 1305;3099.000;
A24-1305-1300;AKCE-Křeslo ROMA;2817.360;
A24-1305-1304;Křeslo ROMA;3099.000;
A24-1307;Křeslo, čalounění 1307;3099.000;
A24-1308;Křeslo, čalounění 1308;3099.000;
A24-132-132;Křeslo ROMA;3099.000;
A24-132-133;Křeslo ROMA;3099.000;
A24-133-132;Křeslo ROMA;3099.000;
A24-133-133;Křeslo ROMA;3099.000;
A24-136-136;Křeslo ROMA;3099.000;
A24-15-32;Křeslo ROMA;3099.000;
A242-2313;SEVILLA- taburet;1808.000;
Z520-P;Židle celodřevěná buková BOŽENA;409.500;
R23-464;Sedák křesla-látka Čína;1522.500;
A24-227-136;Křeslo ROMA;3099.000;
A24-2302;Křeslo ROMA;3099.000;
A24-2304;Křeslo, čalouněni 2304;3099.000;
A24-2306;Křeslo,;3099.000;
A24-2308-2312;Křeslo, podle obrázku;3099.000;
A24-2309;Křeslo,;3099.000;
A24-2314;Křeslo,;3099.000;
A24-2322;Křeslo ROMA;3099.000;
A24-2323;Křeslo ROMA;3099.000;
A24-2323-2326;Křeslo ROMA;3099.000;
A24-2325;Křeslo ROMA;3099.000;
A40-1304;Taburet univerzální;1003.000;
A40-1304-1303-A;Taburet univerzální - přečalounění;1003.000;
A40-1305;Taburet univerzální nožky wenge;1003.000;
A40-1305-1301;Taburet univerzální;1003.000;
A40-1305-1303;Taburet univerzální;1003.000;
A40-1306-1308;Taburet univerzální;1003.000;
A40-1307;Taburet univerzální;1003.000;
A40-1308;Taburet univerzální;1003.000;
A40-132;Taburet univerzální;1003.000;
A40-132-133;Taburet univerzální;1003.000;
A40-133;Taburet univerzální;1003.000;
A40-133-132;Taburet univerzální;1003.000;
A40-133-H;Taburet univerzální;1003.000;
A24-2327-2323;Křeslo ROMA;3099.000;
A24-242;Křeslo ROMA;3099.000;
A24-244;AKCE-Křeslo ROMA;2817.360;
A24-2502;Křeslo,;3099.000;
A24-2503;Křeslo,;3099.000;
A24-2505;Křeslo,;3099.000;
Z60-CH-2321;Židle chrom LAURA;682.500;
R47-M-726;Křeslo pohupovací,kostra pohup.pevná;2572.500;
Z126-L-1304;Židle RADANA;1563.450;
P015-730-341;Pohovka PARMA;4268.000;
B735-L;Truhlice masiv smrk;1564.500;
B734-P;Komoda smrk 2+2zásuvky velké+malé;2046.040;
C170-DBG;Police CASPER;350.000;
C106-DBG;Skříň velká CASPER;3590.000;
A243-2054-L;SEVILLA- bok levý;937.000;
A243-2054-P;SEVILLA- bok pravý;937.000;
A250-731-VL;Sedací souprava BONDY;12086.000;
A243-2313-L;SEVILLA- bok levý;937.000;
A243-2313-P;SEVILLA- bok pravý;937.000;
R22-HE-725;Křeslo pohupovací;1627.500;
Z123-W-533;Židle LýDIE;1143.450;
Z86-P-505;Židle JANA;1039.500;
Z21-L-535;Židle PAVLÍNA;609.000;
Z27-P-514;Židle IRMA;514.500;
Z114-H-2502;Židle buková IDA;1071.070;
C012-DBG;Počítač. stůl rohový STEVE;1490.000;
M90-PORTO;Matr.PORTO 200x90x16;1427.000;
A243-721-L;SEVILLA- bok levý;937.000;
R52-L-76;Křeslo pohupovací,kostra pohup.pevné;2774.490;
A243-721-P;SEVILLA- bok pravý;937.000;
R19-M-500;Polohovací křeslo pohupovací;2929.500;
R35-H-612;Křeslo pohupovací,kostra pohup.oblá;2572.500;
R39-T-578;Křeslo pohupovací,kostra pohup.s vlnou;2572.500;
R24-S-603;Houpací křeslo;3139.500;
R21-S-603;Podnožka;593.250;
R43-DS-559;Křeslo pohupovací,kostra pohup.oblouk;2572.500;
R47-DB-535;Křeslo pohupovací,kostra pohup.pevná;2572.500;
R30-CH-55;Křeslo chromové;2089.500;
R23-L-552;Křeslo pohupovací;2572.500;
R26-L-552;Trojkřeslo;7738.500;
R25-L-552;Dvojkřeslo;5155.500;
R21-603;Sedák podnožky;189.000;
R47-535;Sedák křesla k R11;1522.500;
R30-55;Sedák křesla;943.950;
R23-552;Sedák křesla;1522.500;
R26-552;Sedák trojkřesla;4798.500;
R25-552;Sedák dvojkřesla;3045.000;
R19-531;Sedák polohovací;1489.950;
R23-CH-534;Sedák křesla;1522.500;
R17-W-582;Křeslo pohupovací;1627.500;
Z519-H;Kostra židle APOLENKA;339.000;
CV02;Věšák - vysoký, barevný, 178 cm;471.000;
A85-NOV;Pohovka LEON rozklád.postel,novin.vzor;1206.000;
Z519-H-2502;Židle malá buková APOLENKA;390.000;
L211-DS;Postel duo 200x180;2183.000;
B522-P-atyp;Postel ergonomická 90x200cm, masiv smrk;3390.000;
Z04-D-1303;Židle dubová LADA;1286.890;
A24-722;Křeslo ROMA;3099.000;
A24-723;Křeslo ROMA;3099.000;
Z26-W;Kostra židle REGÍNA;1480.500;
Z87-P-505;Židle barová ŠÁRKA;1249.500;
Z95-DS-249;Židle čalouněná KAROLÍNA;1206.450;
A24-724;Křeslo ROMA;3099.000;
C140-CER;Skříň velká / obličej CASPER;5678.000;
Z102-L-723;Židle buková GIZELA;1039.500;
R52-M-4088C;Křeslo pohupovací,kostra pohup.pevné;2774.490;
Z91-W-137;Židle AMÁLIE;1071.070;
A249-01-P;Sedací souprava BONDY rohová     VZOR;18653.000;
A249-1304-1303;Sedací souprava BONDY rohová;18653.000;
A249-1307-P;Sedací souprava BONDY rohová;18653.000;
A249-133-VL;Sedací souprava BONDY rohová-L;18653.000;
A249-222-1304AT;Sedací soupr.atyp 310x208,pravá;18653.000;
A249-2301-2304P;Sedací souprava BONDY rohová pravá;18653.000;
A249-2330-VP;Sedací souprava BONDY rohová pravá;18653.000;
A249-244-2332-L;Sedací souprava BONDY rohová levá;18653.000;
A249-2501-1341;Sedací souprava BONDY rohová;18653.000;
A249-2501-1341P;AKCE-Sedací souprava BONDY rohová-pravá;16957.000;
A249-2501-2325P;Sedací souprava BONDY rohová-P;18653.000;
A249-2501-2333L;Sedací souprava BONDY rohová-L;18653.000;
A249-2502-2324L;Sedací souprava BONDY rohová;18653.000;
A249-2507-2328P;Sedací souprava BONDY rohová pravá;18653.000;
A249-722-L;AKCE-Sedací souprava BONDY rohová;16957.000;
A249-723-VP;Sedací souprava BONDY rohová-P;18653.000;
R42-W-537;Křeslo pohupovací,kostra pohup.oblouk;1627.500;
A24-EKO-Z514;Křeslo,;3099.000;
A24-K43;Křeslo, čalounění K43;3099.000;
A250-01-P;Sedací souprava BONDY;12086.000;
A25-01-01;Dvojkřeslo ROMA;4022.000;
A250-1301-VL;Sedací souprava BONDY;12086.000;
A250-1303-VL;Sedací souprava BONDY;12086.000;
A250-1304-VL;Sedací souprava BONDY;12086.000;
A250-132-VP;Sedací souprava BONDY;12086.000;
A250-136-VL;Sedací souprava BONDY;12086.000;
A250-222-724-VP;Sedací souprava BONDY;12086.000;
A250-2325-VL;Sedací souprava BONDY;12086.000;
A250-2328-VL;Sedací souprava BONDY;12086.000;
A250-2328-VP;Sedací souprava BONDY;12086.000;
A250-234-731-VP;Sedací souprava BONDY;12086.000;
A250-2501-1341P;AKCE-Sedací souprava BONDY;10987.000;
R20-T-2314;Křeslo polohovací;2929.500;
R21-T-2314;Podnožka;593.250;
A250-722;Sedací souprava BONDY;12086.000;
A250-722-L;AKCE-Sedací souprava BONDY;10987.000;
A250-722-P;AKCE-Sedací souprava BONDY;10987.000;
A250-724-VL;Sedací souprava BONDY;12086.000;
L250-DS;Zásuvka pod postel/malá;609.000;
A25-1301;Dvojkřeslo,;4022.000;
A25-130-130;Dvojkřeslo;4022.000;
A25-1301-atyp;Dvojkřeslo, šířka 120cm;4932.000;
A25-1303-1303;Dvojkřeslo;4022.000;
Z91-DS-atyp;Židle AMÁLIE- vlastní látka;1071.070;
A25-1304;Dvojkřeslo;4022.000;
A25-1305;Dvojkřeslo;4022.000;
A25-1305-1300;AKCE-Dvojkřeslo ROMA;3656.200;
A25-1305-1301;Dvojkřeslo;4022.000;
A25-1307;Dvojkřeslo,;4022.000;
A25-1308;Dvojkřeslo,;4022.000;
A25-1310;Dvojkřeslo;4022.000;
L302-DS;Noční stolek;539.000;
A25-132;Dvojkřeslo, čal.40;4022.000;
A25-133-132;Dvojkřeslo;4022.000;
A25-133-133;Dvojkřeslo;4022.000;
A25-135;Dvojkřeslo, čal.135;4022.000;
A25-1353;Dvojkřeslo, čal.1353;4022.000;
A25-136;Dvojkřeslo, čal.136;4022.000;
B439-P-90;Postel EMČA;3875.000;
A252-01-P;Sedací souprava BONDY 1+roh+3R VZOR;18076.000;
A25-2053;Dvojkřeslo;4022.000;
A25-2082;Dvojkřeslo,;4022.000;
A252-1303-VL;Sedací souprava BONDY 1+roh+3R;18076.000;
A252-2325-133-A;ATYP VL. Sed. souprava BONDY;18076.000;
A252-2501-1308L;Sedací souprava BONDY 1+roh+3R;18076.000;
A252-2501-1341P;AKCE-Sedací souprava BONDY 1+roh+3R;16433.000;
A25-2304;Dvojkřeslo,;4022.000;
A25-2306;Dvojkřeslo,;4022.000;
A25-2309;Dvojkřeslo,;4022.000;
A25-2316;Dvojkřeslo,;4022.000;
A25-2325;Dvojkřeslo,;4022.000;
A25-2326;Dvojkřeslo,;4022.000;
A25-2327;Dvojkřeslo,;4022.000;
A25-2328;Dvojkřeslo,;4022.000;
A25-2329;Dvojkřeslo,;4022.000;
A25-233;Dvojkřeslo,;4022.000;
A25-2331;Dvojkřeslo,;4022.000;
A25-2333;Dvojkřeslo,;4022.000;
A25-234;Dvojkřeslo,;4022.000;
A25-242;Dvojkřeslo,;4022.000;
A25-2503;Dvojkřeslo,;4022.000;
A25-2505;Dvojkřeslo,;4022.000;
A252-722-L;AKCE-Sedací souprava BONDY 1+roh+3R;16433.000;
MS90-200-8;Matrace dětská 200x90x8;779.000;
5212-02;Rošt lamel.Double klasik 90x200 cm;879.000;
A255-01-P;VZOR Sedací souprava ALEGRO rohová;20129.000;
A255-223-2307-P;Sedací souprava ALEGRO rohová;20129.000;
A255-2332-2333L;Sedací souprava ALEGRO rohová;20129.000;
A255-2333-2332L;Sedací souprava ALEGRO rohová;20129.000;
A255-244-234-L;AKCE-Sedací souprava ALEGRO rohová;18299.000;
A255-244-234-P;AKCE-Sedací souprava ALEGRO rohová;18299.000;
A255-248-2054-L;AKCE-Sedací souprava ALEGRO rohová;18299.000;
A255-248-2054-P;AKCE-Sedací souprava ALEGRO rohová;18299.000;
A120-2326-P;Křeslo LAILA;3329.000;
A120-2327-P;Křeslo LAILA;3329.000;
A120-2328-H;Křeslo LAILA;3329.000;
A120-2330-M;Křeslo LAILA;3329.000;
A120-2331-H;Křeslo LAILA;3329.000;
A120-2333-L;Křeslo LAILA;3329.000;
A120-235-H;Křeslo LAILA;3329.000;
A120-244-H;Křeslo LAILA;3329.000;
A120-2504-H;Křeslo LAILA;3329.000;
A120-2506-W;Křeslo LAILA;3329.000;
A120-H-133;AKCE-Křeslo LAILA;3026.700;
A120-H-133;AKCE-Křeslo LAILA;3026.700;
A120-H-201;AKCE-Křeslo LAILA;3026.700;
A120-P-01;Křeslo LAILA VZOR;3329.000;
A120-W-230;Křeslo LAILA VZOR;3329.000;
R20-H-531;Křeslo polohovací;2929.500;
R50-P-534;Křeslo chromové,područky přírodní;1950.000;
S124-DB;Jídelní stůl MATOUŠ;3045.000;
R22-576;Sedák křesla;489.300;
R22-558;Sedák křesla;489.300;
R23-582;Sedák křesla;1522.500;
Z125-DB-2504;Židle ALBÍNA;1249.500;
R19-L-723;Polohovací křeslo pohupovací;2929.500;
M90-POLARGEL;Matrace POLARGEL SUPERIOR 90x200x20;0.000;
TEM-108450;INFINITY KOMODA JASAN TMAVY;0.000;
TEM-108452;INFINITY RTV STOLEK JASAN TMAVY;0.000;
TEM-108453;INFINITY KONFERENČNÍ STOLEK JASAN;0.000;
TEM-108454;INFINITY POLICE JASAN TMAVY;0.000;
R44-P-2050;Křeslo polohovací,kostra pohup.oblouk;2929.500;
Z116-W-2327;Židle buková SVĚTLANA;1611.570;
M90-POLARGEL;Matrace POLARGEL SUPERIOR 90x200x20;0.000;
M90-AQUATIC;Matrace AQUATIC MINERAL (90x200x22 cm);0.000;
Z75-W-228;Židle EVA;962.810;
S31-P;Jídelní stůl DUŠAN 130x80x76;2175.000;
Z72-P-1304;Židle ANETA;934.500;
C542-DB;Stůl 150x70 sestavy Office;1249.500;
C543-DB;Rohový stůl 70x70 sestavy Office;829.500;
C541-DB;Stůl 120x70 sestavy Office;1039.500;
C523-DB;Skříňka sestavy Office;1585.500;
C508-DB;Skříňka sestavy Office se zámkem;1836.500;
ZK20-319;Kancelářská židle chrom modráISO-CHROM;531.000;
L212-DS;Postel solo 200x90;1475.000;
Z61-L-712;Židle DARINA;829.500;
R23-W-139;Křeslo pohupovací;2572.500;
R21-W-139;Podnožka;593.250;
Z60-CH-2505;Židle chrom LAURA;682.500;
Z91-WE-1307;Židle AMÁLIE;1071.070;
A131-52;Křeslo k sed.soupravě FORLI;6289.500;
Z91-W-1307;Židle AMÁLIE;1071.070;
R23-468;Sedák křesla-látka Čína;1522.500;
R23-467;Sedák křesla-látka Čína;1522.500;
R23-466;Sedák křesla-látka Čína;1522.500;
R23-411;Sedák křesla-látka Čína;1522.500;
P034-229;Pohovka VELVET;3850.000;
P161-1341;Pohovka dvojka Jakub - rozkládací;5843.000;
R51-DS-132;Křeslo pohupovací,kostra pohup.pevné;2243.250;
A255-48-2054-VL;Sedací souprava ALEGRO rohová;18299.000;
A256-01-P;Sedací souprava roh.s poličkouFREDY VZOR;11039.000;
A256-1305-2051P;AKCE-Sed.souprava rohová s poličkouFREDY;10035.000;
A256-2056-728-P;AKCE-Sed.souprava rohová s poličkouFREDY;10035.000;
A256-2059-2328L;Sedací souprava roh.s poličkou FREDY VL;11039.000;
A256-2325-2323;Sedací souprava roh.s poličkou FREDY VL;11039.000;
A256-234-731-P;Sedací souprava roh.s poličkou FREDY;11039.000;
A257-01-P;VZOR  Sedací souprava rohová,2tab.EROS-P;11039.000;
A25-722;Dvojkřeslo,;4022.000;
A25-723;Dvojkřeslo,;4022.000;
A257-2322-2322P;Sedací souprava rohová,2tab.EROS-P;11039.000;
A257-234-2314-P;AKCE-Sed.souprava rohová,2taburety EROS;10035.000;
A257-242-1300-L;AKCE-Sed.souprava rohová,2taburety EROS;10035.000;
Z124-P-2328;Židle LUCIE;1249.500;
R47-M-2051;Křeslo pohupovací,kostra pohup.pevná;2572.500;
R51-W-1306;Křeslo pohupovací,kostra pohup.pevné;2243.250;
Z75-P-729;Židle EVA;962.810;
R51-M-1307;Křeslo pohupovací,kostra pohup.pevné;2243.250;
R23-L-707;Křeslo pohupovací;2572.500;
R26-707;Sedák trojkřesla;4798.500;
R26-L-707;Trojkřeslo;7738.500;
Z21-P-1308;Židle PAVLÍNA;609.000;
A21-01;Křeslo VENEZIA - VZOR;3905.000;
C054-CEF-atyp;Kontejner na kolečkách,4 zásuvky,MONTY;1390.000;
A21-02;Křeslo, čalounění 02;3905.000;
C103-DBG;Komoda CASPER /3 šuplíky/;2290.000;
A21-04;Křeslo, čalounění 04;3905.000;
A21-137-137;Křeslo VENEZIA;3905.000;
A21-2053-1300;Křeslo VENEZIA;3905.000;
A21-2324;Křeslo VENEZIA;3905.000;
A21-2327;Křeslo VENEZIA;3905.000;
A21-2502-1344;AKCE-Křeslo VENEZIA;3550.410;
A213-01-01;Taburet PISA   VZOR;2158.000;
A213-132-133;Taburet PISA;2158.000;
A213-133-132;Taburet PISA;2158.000;
A213-220-724;Taburet PISA;2158.000;
A213-2314-2315;Taburet PISA;2158.000;
A213-2315-2314;Taburet PISA;2158.000;
A213-2326-2323;Taburet PISA;2158.000;
A213-2334-2334;Taburet PISA;2158.000;
A213-234-2332;AKCE-Taburet PISA;1962.000;
A213-244-2304;AKCE-Taburet PISA;1962.000;
A213-2501-2501;Taburet PISA;2158.000;
A213-2503-2306;Taburet PISA;2158.000;
A21-340;Křeslo VENEZIA;3905.000;
A213-724-723;Taburet PISA;2158.000;
A213-729-730;Taburet PISA;2158.000;
A213-ATYP;Taburet PISA-viz foto 220/724;2158.000;
Z77-P-728;Židle KAMILA;1071.070;
A213-ATYP;Taburet PISA-viz foto 220/724;2158.000;
A213-crazy;Taburet PISA;2158.000;
A21-722;AKCE-Křeslo VENEZIA;3550.410;
C401-DS;Peřináč malý;950.000;
A23-04-03;Křeslo;3390.000;
A231-01-P;Sedací souprava BONDY VZOR(tvaru U);19574.000;
A231-1302-L;Sedací souprava BONDY (tvaru U);19574.000;
A231-1303-1304L;Sedací souprava BONDY (tvaru U);19574.000;
A231-1304-L;Sedací souprava BONDY (tvaru U);19574.000;
A231-1304-P;Sedací souprava BONDY (tvaru U);19574.000;
A231-1305-1302L;Sedací souprava BONDY (tvaru U);19574.000;
A231-1306-L;Sedací souprava BONDY (tvaru U);19574.000;
A231-1306-VP;Sedací souprava BONDY (tvaru U);19574.000;
A231-1307-P;Sedací souprava BONDY (tvaru U);19574.000;
A231-133-VP;Sedací souprava BONDY (tvaru U);19574.000;
A231-1341-L;Sedací souprava BONDY (tvaru U);19574.000;
A231-139-L;Sedací souprava BONDY (tvaru U);19574.000;
A231-2054-ATYP;Sed.BONDY,delší strana zkrácena o 1míst;19574.000;
A231-2056-1308P;Sedací souprava BONDY (tvaru U);19574.000;
A231-2305-VL;Sedací souprava BONDY (tvaru U);19574.000;
A231-2305-VP;Sedací souprava BONDY (tvaru U);19574.000;
A231-2323-2326L;Sedací souprava BONDY (tvaru U)-VL;19574.000;
A231-2323-L;Sedací souprava BONDY VZOR(tvaru U);19574.000;
A231-2325-VP;Sedací souprava BONDY (tvaru U);19574.000;
A231-2326-VL;Sedací souprava BONDY (tvaru U);19574.000;
A231-235-L;Sedací souprava BONDY (tvaru U);19574.000;
A231-2501-1341P;AKCE-Sedací souprava BONDY (tvaru U);17794.450;
A231-722-L;AKCE-Sedací souprava BONDY (tvaru U);17794.450;
A231-722-P;AKCE-Sedací souprava BONDY (tvaru U);17794.450;
A231-723-VP;Sedací souprava BONDY (tvaru U);19574.000;
A070-2507-2507P;Sedací souprava PARMA;11510.000;
R47-T-2323;Křeslo pohupovací,kostra pohup.pevná;2572.500;
R18-H-2305;Křeslo;2572.500;
R20-T-724;Křeslo polohovací;2929.500;
A233-01-P;Sedací souprava VALENCE s LED - VZOR;19690.000;
R21-T-724;Podnožka;593.250;
A233-2322-2325L;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-2323-242-L;Sedací souprava VALENCE s LED osvětlením;19690.000;
Z82-CH-1308;Židle chrom ANTONIE;619.500;
A233-2323-242-P;AKCE-Sedací souprava VALENCE (242 polšt);17900.000;
A233-2327-VP;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-234-2056-P;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-234-2332-P;AKCE-Sedací souprava VALENCE(2332polšt);17900.000;
A233-234-234-VP;Sedací souprava VALENCE s LED osvětlením;19690.000;
TEM-108435;INFINITY VITRINA JASAN TMAVY;0.000;
A233-242-220-vL;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-242-222-VP;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-2504-2501P;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-2507-2502L;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-2507-2502P;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-2507-2503P;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-710-VL;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-ATYP-VP;Sedací souprava VALENCE s LED osvětlením;19690.000;
A233-křeslo;Křeslo k sedačce(látka 2507-2503);0.000;
A233-křeslo2327;Křeslo k sedačce;0.000;
Z73-P-601;Židle NATAŠA (látka WEST 1533);987.000;
Z95-DS-249;Židle čalouněná KAROLÍNA;1206.450;
Z123-W-533;Židle LýDIE;1143.450;
B408-B-PO-90-AT;Poschoďová trojpostel VAŠÍK;7805.000;
B408-B-PO-90-AT;Poschoďová trojpostel VAŠÍK;8705.000;
A233-587-570-L;Sedací souprava VALENCE s LED osvětlením;19690.000;
L250-DS;Zásuvka pod postel/malá;609.000;
5212-02;Rošt lamel.Double klasik 90x200 cm;879.000;
K220-W;Konf. stůl EVŽEN;1390.200;
L044-P;Postel Daniela 90x200cm, buk;4396.690;
A234-2507-VP;Sedací souprava NICE s LED osvětlením;17849.000;
K11-DS;Konf. stůl TOMÁŠ, hranaté nohy;1470.000;
RS-2013;Reklamní stojan dekoru;0.000;
SIN-36-009-P;KENDRA roh. rozkládací sed. - pravá 009;0.000;
SIN-33-25;MELISA - gauč rozkládací (werona č. 25);0.000;
Z71-atyp;Židle ŽOFIE- bez moření a bez látky len;1016.530;
Z42-P-340;Židle MARIE;934.500;
5154;Kolečko A50 s přísl.(plast.pouzdro+čep);0.000;
5153;Kolečko B50 s přísl.(plast.pouzdro+čep);0.000;
5411;ABS 22x2 hrana Cream Egger 1424 HD291424;9.900;
ZK15-316;Kancelářská židle otočná zelená ARON;1354.500;
K125-DS-atyp;Konf. stůl DAN, zrcadlově otočený!!!;1459.500;
C124-CEM;Skříň velká / obličej CASPER;5300.000;
Z95-H-2304;Židle čalouněná KAROLÍNA;1206.450;
Z88-H-2304;Židle barová PATRICIE;1354.500;
R30-514-atyp;Sedák křesla-IGELIT+ZPEVNIT+PODR.2,5cm;943.950;
B735-DZ;Truhlice masiv smrk;1877.400;
D35-DS-atyp;Botník výkl. hl.180mm,pouze 2výklopy!!!;1459.500;
ZK14-M;Kancelářská židle modrá JEREMY;1669.500;
R17-M-1300;Křeslo pohupovací;1627.500;
A239-721-1303;SEVILLA- dvojsed nerozkládací;3244.500;
Z91-DS-120;Židle AMÁLIE;1071.070;
A24-01;Křeslo ROMA - VZOR;3099.000;
Z90-L-2325;Židle LIBUŠE;1039.500;
A24-02;Křeslo, čalounění 02;3099.000;
Z71-P-1302;Židle ŽOFIE;1016.530;
Z504-W-220;Židle buková EDITA;1039.500;
Z505-H-2322;Židle buková ALICE;1354.500;
Z125-HE-2502;Židle ALBÍNA;1249.500;
L040-P-Atyp;Postel BĚLA 160x195cm,širšie bočnice,;5448.050;
Z504-H-2322;Židle buková EDITA;1039.500;
Z505-W-220;Židle buková ALICE;1354.500;
A070-729-731-VL;Sedací souprava PARMA;11510.000;
A070-730-730-VL;Sedací souprava PARMA;11510.000;
A070-731-1306-L;Sedací souprava PARMA;11510.000;
R23-2504-atyp;Sedák křesla;1522.500;
B142-P;Jídelní stůl kulatý;1891.050;
A070-ATYP-VP;Sedací souprava PARMA;11510.000;
R23-2322;Sedák křesla;1522.500;
R32-CH-1305;Křeslo chromové;2089.500;
P250-H-133;Trojkřeslo rozkládací ANTONY;9090.000;
Z513-W-244;Židle buková MARIKA;934.500;
A071-120-43-VL;Sedací souprava PARMA;13219.000;
A071-1303-1304L;Sedací souprava PARMA-ATYP260cm;13219.000;
A071-1303-1304P;Sedací souprava PARMA-ATYP260cm;13219.000;
A071-2057-2081;Sedací souprava PARMA;13219.000;
A071-2502-1305-;Sedací souprava PARMA;13219.000;
A071-2503-2505L;Sedací souprava PARMA;13219.000;
A071-723-716C-L;Sedací souprava PARMA;13219.000;
A072-01-01-VL;Sedací souprava PARMA;14390.000;
A072-01-P;Sedací souprava PARMA VZOR;14390.000;
A072-02-02-VL;Sedací souprava PARMA;14390.000;
A072-02-02-VP;Sedací souprava PARMA;14390.000;
A072-03-03-VP;Sedací souprava PARMA;14390.000;
